age,gender,adopt2fa,aware2fa,status2fa,education,agegroup,location,income
18,female,no,no,no awareness,no college,13-19,Java,low
20,male,no,yes,skip 2fa,college degree,20-29,Bali & NT,low
18,female,no,yes,skip 2fa,no college,13-19,Java,low
22,male,no,yes,skip 2fa,no college,20-29,Java,low
23,female,no,yes,skip 2fa,no college,20-29,Java,low
23,female,yes,yes,use 2fa,college degree,20-29,Sulawesi,low
16,female,yes,yes,use 2fa,no college,13-19,Java,low
21,female,no,no,no awareness,no college,20-29,Java,low
16,female,yes,yes,use 2fa,no college,13-19,Sumatra,low
19,female,yes,yes,use 2fa,no college,13-19,Sumatra,low
21,female,yes,yes,use 2fa,no college,20-29,Java,low
22,male,no,yes,skip 2fa,no college,20-29,Java,low
22,male,no,yes,skip 2fa,no college,20-29,Sulawesi,low
21,female,yes,yes,use 2fa,no college,20-29,Java,low
21,male,no,no,no awareness,no college,20-29,Java,low
21,female,no,no,no awareness,no college,20-29,Java,low
21,male,no,no,no awareness,no college,20-29,Sumatra,low
20,male,no,yes,skip 2fa,no college,20-29,Borneo,low
30,female,yes,yes,use 2fa,college degree,30-49,Java,low
20,female,no,no,no awareness,no college,20-29,Sulawesi,low
21,female,no,yes,skip 2fa,no college,20-29,Java,low
15,female,no,no,no awareness,no college,13-19,Sulawesi,low
22,female,no,no,no awareness,college degree,20-29,Bali & NT,low
20,male,no,yes,skip 2fa,no college,20-29,Sumatra,low
17,male,no,yes,skip 2fa,no college,13-19,Bali & NT,low
23,female,no,yes,skip 2fa,no college,20-29,Java,low
28,male,yes,yes,use 2fa,college degree,20-29,Papua & Moluccas,low
20,female,yes,yes,use 2fa,no college,20-29,Java,low
19,female,yes,yes,use 2fa,no college,13-19,Java,low
25,female,yes,yes,use 2fa,college degree,20-29,Java,low
20,female,no,no,no awareness,no college,20-29,Sulawesi,low
21,female,no,no,no awareness,college degree,20-29,Bali & NT,low
25,female,no,yes,skip 2fa,college degree,20-29,Java,low
20,female,yes,yes,use 2fa,no college,20-29,Java,low
21,female,no,no,no awareness,no college,20-29,Java,low
17,female,no,no,no awareness,no college,13-19,Sulawesi,low
20,female,no,no,no awareness,no college,20-29,Borneo,low
21,female,no,no,no awareness,no college,20-29,Bali & NT,low
17,female,no,no,no awareness,no college,13-19,Sumatra,low
22,male,yes,yes,use 2fa,no college,20-29,Java,low
21,female,no,no,no awareness,no college,20-29,Java,low
24,male,yes,yes,use 2fa,college degree,20-29,Java,low
18,female,yes,yes,use 2fa,no college,13-19,Java,low
18,female,yes,yes,use 2fa,no college,13-19,Java,low
26,female,no,no,no awareness,college degree,20-29,Java,low
23,female,no,yes,skip 2fa,college degree,20-29,Bali & NT,low
22,male,yes,yes,use 2fa,no college,20-29,Borneo,low
21,male,yes,yes,use 2fa,no college,20-29,Sumatra,low
18,female,no,no,no awareness,no college,13-19,Java,low
33,female,no,no,no awareness,no college,30-49,Sumatra,low
23,male,no,yes,skip 2fa,college degree,20-29,Bali & NT,low
22,female,no,no,no awareness,no college,20-29,Sulawesi,low
18,female,no,yes,skip 2fa,no college,13-19,Sulawesi,low
24,female,no,yes,skip 2fa,no college,20-29,Bali & NT,low
20,male,no,no,no awareness,no college,20-29,Sumatra,low
22,male,no,no,no awareness,no college,20-29,Sulawesi,low
22,female,no,no,no awareness,college degree,20-29,Sulawesi,low
21,female,yes,yes,use 2fa,no college,20-29,Java,low
22,female,yes,yes,use 2fa,no college,20-29,Bali & NT,low
20,male,yes,yes,use 2fa,no college,20-29,Sulawesi,low
20,female,no,no,no awareness,no college,20-29,Java,low
23,male,no,yes,skip 2fa,college degree,20-29,Java,low
22,female,no,no,no awareness,no college,20-29,Sumatra,low
19,female,no,no,no awareness,no college,13-19,Sumatra,low
20,female,yes,yes,use 2fa,no college,20-29,Sumatra,low
22,female,no,no,no awareness,college degree,20-29,Java,low
23,female,no,no,no awareness,college degree,20-29,Sulawesi,low
19,male,no,yes,skip 2fa,no college,13-19,Java,low
19,female,no,no,no awareness,no college,13-19,Bali & NT,low
24,female,yes,yes,use 2fa,college degree,20-29,Sumatra,low
24,female,yes,yes,use 2fa,college degree,20-29,Sulawesi,low
24,female,no,yes,skip 2fa,no college,20-29,Sulawesi,low
22,female,no,no,no awareness,college degree,20-29,Java,low
27,female,yes,yes,use 2fa,no college,20-29,Java,low
22,male,no,no,no awareness,no college,20-29,Java,low
22,female,no,no,no awareness,college degree,20-29,Bali & NT,low
21,female,no,no,no awareness,no college,20-29,Bali & NT,low
20,female,no,no,no awareness,no college,20-29,Bali & NT,low
20,male,no,no,no awareness,no college,20-29,Java,low
28,male,no,yes,skip 2fa,no college,20-29,Sumatra,low
20,female,yes,yes,use 2fa,no college,20-29,Java,low
22,male,no,no,no awareness,no college,20-29,Java,low
23,female,no,yes,skip 2fa,college degree,20-29,Bali & NT,low
20,female,yes,yes,use 2fa,college degree,20-29,Bali & NT,low
24,male,no,no,no awareness,college degree,20-29,Java,low
20,male,yes,yes,use 2fa,no college,20-29,Java,low
22,female,yes,yes,use 2fa,college degree,20-29,Bali & NT,low
23,male,yes,yes,use 2fa,no college,20-29,Java,low
18,male,no,yes,skip 2fa,no college,13-19,Sumatra,low
20,female,yes,yes,use 2fa,no college,20-29,Borneo,low
18,female,no,no,no awareness,no college,13-19,Sumatra,low
21,female,yes,yes,use 2fa,no college,20-29,Bali & NT,low
25,female,no,no,no awareness,college degree,20-29,Sulawesi,low
19,female,no,no,no awareness,no college,13-19,Java,low
19,female,no,yes,skip 2fa,no college,13-19,Java,low
18,female,no,no,no awareness,no college,13-19,Sumatra,low
21,male,yes,yes,use 2fa,college degree,20-29,Java,low
21,female,no,yes,skip 2fa,no college,20-29,Bali & NT,low
22,female,no,yes,skip 2fa,no college,20-29,Bali & NT,low
24,female,no,no,no awareness,college degree,20-29,Sulawesi,low
19,male,no,no,no awareness,no college,13-19,Java,low
26,female,no,yes,skip 2fa,college degree,20-29,Sulawesi,low
20,female,no,no,no awareness,no college,20-29,Java,low
22,female,yes,yes,use 2fa,college degree,20-29,Java,low
20,female,yes,yes,use 2fa,no college,20-29,Sumatra,low
18,male,no,yes,skip 2fa,no college,13-19,Bali & NT,low
40,female,yes,yes,use 2fa,no college,30-49,Sulawesi,low
20,female,no,no,no awareness,no college,20-29,Sulawesi,low
21,male,no,no,no awareness,no college,20-29,Java,low
20,male,yes,yes,use 2fa,college degree,20-29,Java,low
25,female,no,yes,skip 2fa,college degree,20-29,Java,low
21,male,yes,yes,use 2fa,no college,20-29,Sumatra,low
23,female,no,no,no awareness,no college,20-29,Java,low
20,female,no,no,no awareness,no college,20-29,Sumatra,low
23,male,no,no,no awareness,no college,20-29,Sumatra,low
21,male,no,no,no awareness,college degree,20-29,Java,low
22,male,no,no,no awareness,no college,20-29,Sulawesi,low
17,female,no,yes,skip 2fa,no college,13-19,Java,low
17,female,yes,yes,use 2fa,no college,13-19,Sumatra,low
21,female,no,no,no awareness,no college,20-29,Sulawesi,low
23,female,yes,yes,use 2fa,college degree,20-29,Sulawesi,low
19,female,no,no,no awareness,no college,13-19,Sulawesi,low
19,female,no,no,no awareness,no college,13-19,Sulawesi,low
24,female,no,no,no awareness,college degree,20-29,Sulawesi,low
20,female,no,no,no awareness,no college,20-29,Java,low
21,male,yes,yes,use 2fa,no college,20-29,Java,low
27,male,yes,yes,use 2fa,college degree,20-29,Sulawesi,low
20,female,no,no,no awareness,no college,20-29,Sumatra,low
21,male,yes,yes,use 2fa,no college,20-29,Bali & NT,low
20,female,yes,yes,use 2fa,no college,20-29,Java,low
20,female,no,yes,skip 2fa,no college,20-29,Java,low
18,female,no,yes,skip 2fa,no college,13-19,Java,low
26,male,no,no,no awareness,college degree,20-29,Java,low
21,female,no,no,no awareness,no college,20-29,Java,low
22,female,no,no,no awareness,no college,20-29,Java,low
18,female,no,no,no awareness,no college,13-19,Java,low
22,male,yes,yes,use 2fa,college degree,20-29,Java,low
20,female,no,no,no awareness,no college,20-29,Java,low
18,male,no,yes,skip 2fa,no college,13-19,Java,low
21,male,yes,yes,use 2fa,no college,20-29,Java,low
22,female,no,yes,skip 2fa,no college,20-29,Bali & NT,low
20,female,no,no,no awareness,no college,20-29,Java,low
31,male,no,yes,skip 2fa,college degree,30-49,Bali & NT,low
19,female,no,yes,skip 2fa,no college,13-19,Java,low
19,female,no,no,no awareness,no college,13-19,Sumatra,low
21,female,no,no,no awareness,no college,20-29,Sulawesi,low
18,male,no,no,no awareness,no college,13-19,Bali & NT,low
23,female,no,yes,skip 2fa,college degree,20-29,Bali & NT,low
18,male,no,yes,skip 2fa,no college,13-19,Java,low
18,female,no,no,no awareness,no college,13-19,Java,low
22,female,no,no,no awareness,no college,20-29,Java,low
22,female,no,yes,skip 2fa,college degree,20-29,Java,low
21,male,no,yes,skip 2fa,no college,20-29,Java,low
20,male,no,no,no awareness,no college,20-29,Bali & NT,low
24,female,no,yes,skip 2fa,no college,20-29,Java,low
18,female,no,no,no awareness,no college,13-19,Java,low
17,male,no,no,no awareness,no college,13-19,Java,low
20,female,no,yes,skip 2fa,no college,20-29,Java,low
22,female,yes,yes,use 2fa,college degree,20-29,Java,low
26,female,no,no,no awareness,college degree,20-29,Borneo,low
25,male,yes,yes,use 2fa,college degree,20-29,Sulawesi,low
18,female,no,no,no awareness,no college,13-19,Java,low
19,female,no,no,no awareness,no college,13-19,Bali & NT,low
21,male,no,yes,skip 2fa,no college,20-29,Java,low
20,male,no,no,no awareness,no college,20-29,Sulawesi,low
23,female,no,no,no awareness,college degree,20-29,Bali & NT,low
21,male,no,yes,skip 2fa,no college,20-29,Java,low
21,female,yes,yes,use 2fa,no college,20-29,Sulawesi,low
18,female,no,yes,skip 2fa,no college,13-19,Java,low
50,male,yes,yes,use 2fa,no college,50+,Sumatra,low
23,male,no,yes,skip 2fa,college degree,20-29,Bali & NT,low
16,female,no,no,no awareness,no college,13-19,Java,low
28,male,no,yes,skip 2fa,college degree,20-29,Papua & Moluccas,low
22,male,no,yes,skip 2fa,no college,20-29,Java,low
21,female,no,yes,skip 2fa,no college,20-29,Java,low
22,female,yes,yes,use 2fa,no college,20-29,Bali & NT,low
22,female,no,no,no awareness,no college,20-29,Bali & NT,low
21,male,no,yes,skip 2fa,no college,20-29,Java,low
23,male,yes,yes,use 2fa,college degree,20-29,Java,low
22,female,no,no,no awareness,no college,20-29,Java,low
17,female,no,no,no awareness,no college,13-19,Bali & NT,low
16,female,no,yes,skip 2fa,no college,13-19,Sulawesi,low
21,female,yes,yes,use 2fa,no college,20-29,Java,low
21,male,yes,yes,use 2fa,college degree,20-29,Sulawesi,low
20,male,no,no,no awareness,no college,20-29,Sumatra,low
26,female,no,no,no awareness,college degree,20-29,Java,low
20,female,no,yes,skip 2fa,no college,20-29,Bali & NT,low
22,female,no,no,no awareness,no college,20-29,Sulawesi,low
23,male,yes,yes,use 2fa,college degree,20-29,Java,low
28,male,no,no,no awareness,college degree,20-29,Borneo,low
22,female,yes,yes,use 2fa,no college,20-29,Bali & NT,low
23,female,no,no,no awareness,no college,20-29,Bali & NT,low
20,male,yes,yes,use 2fa,no college,20-29,Sulawesi,low
18,female,no,no,no awareness,no college,13-19,Java,low
20,female,no,no,no awareness,no college,20-29,Bali & NT,low
24,male,no,no,no awareness,no college,20-29,Sulawesi,low
20,female,no,no,no awareness,no college,20-29,Java,low
24,male,no,yes,skip 2fa,no college,20-29,Sumatra,low
18,female,no,no,no awareness,no college,13-19,Sulawesi,low
21,male,no,no,no awareness,college degree,20-29,Sumatra,low
22,male,yes,yes,use 2fa,no college,20-29,Bali & NT,low
25,female,yes,yes,use 2fa,no college,20-29,Bali & NT,low
18,female,no,no,no awareness,no college,13-19,Java,low
23,female,no,no,no awareness,college degree,20-29,Java,low
15,female,no,no,no awareness,no college,13-19,Sulawesi,low
21,male,yes,yes,use 2fa,no college,20-29,Java,low
20,male,no,yes,skip 2fa,no college,20-29,Sulawesi,low
21,female,no,no,no awareness,no college,20-29,Java,low
19,male,yes,yes,use 2fa,no college,13-19,Sumatra,low
18,female,no,yes,skip 2fa,no college,13-19,Java,low
26,male,no,yes,skip 2fa,college degree,20-29,Sumatra,low
19,female,no,yes,skip 2fa,no college,13-19,Java,low
25,female,yes,yes,use 2fa,college degree,20-29,Java,low
21,female,yes,yes,use 2fa,no college,20-29,Sumatra,low
22,female,no,yes,skip 2fa,college degree,20-29,Java,low
24,male,yes,yes,use 2fa,no college,20-29,Sulawesi,low
22,male,yes,yes,use 2fa,no college,20-29,Sulawesi,low
19,female,no,no,no awareness,no college,13-19,Bali & NT,low
22,female,no,yes,skip 2fa,no college,20-29,Java,low
19,female,no,no,no awareness,no college,13-19,Java,low
20,male,yes,yes,use 2fa,no college,20-29,Java,low
23,female,yes,yes,use 2fa,no college,20-29,Java,low
24,female,no,yes,skip 2fa,college degree,20-29,Sulawesi,low
26,female,no,no,no awareness,college degree,20-29,Java,low
13,female,no,no,no awareness,no college,13-19,Papua & Moluccas,low
19,female,no,no,no awareness,no college,13-19,Sumatra,low
55,female,no,no,no awareness,college degree,50+,Sulawesi,middle
24,male,yes,yes,use 2fa,college degree,20-29,Java,middle
21,male,no,no,no awareness,no college,20-29,Java,middle
52,female,no,no,no awareness,college degree,50+,Java,middle
48,female,no,no,no awareness,college degree,30-49,Java,middle
24,female,no,no,no awareness,no college,20-29,Papua & Moluccas,middle
24,female,no,no,no awareness,college degree,20-29,Sumatra,middle
19,female,no,no,no awareness,no college,13-19,Java,middle
49,female,no,no,no awareness,no college,30-49,Bali & NT,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
20,female,no,yes,skip 2fa,no college,20-29,Sumatra,middle
39,female,no,no,no awareness,college degree,30-49,Bali & NT,middle
19,female,no,yes,skip 2fa,no college,13-19,Borneo,middle
22,male,no,no,no awareness,college degree,20-29,Java,middle
23,male,no,yes,skip 2fa,college degree,20-29,Java,middle
24,male,yes,yes,use 2fa,college degree,20-29,Java,middle
25,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
23,female,no,no,no awareness,no college,20-29,Java,middle
22,female,no,no,no awareness,college degree,20-29,Papua & Moluccas,middle
27,male,no,no,no awareness,college degree,20-29,Bali & NT,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
21,male,no,no,no awareness,no college,20-29,Borneo,middle
21,male,yes,yes,use 2fa,college degree,20-29,Java,middle
27,male,no,yes,skip 2fa,no college,20-29,Java,middle
19,female,no,no,no awareness,no college,13-19,Java,middle
25,female,yes,yes,use 2fa,college degree,20-29,Sulawesi,middle
28,female,yes,yes,use 2fa,college degree,20-29,Java,middle
20,female,yes,yes,use 2fa,college degree,20-29,Java,middle
61,male,no,no,no awareness,college degree,50+,Java,middle
24,female,no,no,no awareness,no college,20-29,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
25,female,no,no,no awareness,college degree,20-29,Sumatra,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
27,male,no,yes,skip 2fa,no college,20-29,Java,middle
24,female,no,no,no awareness,college degree,20-29,Java,middle
31,female,yes,yes,use 2fa,college degree,30-49,Java,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
20,male,yes,yes,use 2fa,college degree,20-29,Java,middle
27,male,no,no,no awareness,no college,20-29,Papua & Moluccas,middle
26,female,no,yes,skip 2fa,college degree,20-29,Bali & NT,middle
29,female,yes,yes,use 2fa,college degree,20-29,Java,middle
23,female,no,yes,skip 2fa,no college,20-29,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
24,male,no,no,no awareness,college degree,20-29,Sumatra,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
25,male,yes,yes,use 2fa,college degree,20-29,Sumatra,middle
27,male,yes,yes,use 2fa,college degree,20-29,Sulawesi,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
20,female,yes,yes,use 2fa,no college,20-29,Java,middle
25,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
18,female,no,no,no awareness,no college,13-19,Java,middle
27,female,yes,yes,use 2fa,college degree,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
18,female,yes,yes,use 2fa,no college,13-19,Java,middle
35,female,no,no,no awareness,college degree,30-49,Java,middle
20,female,yes,yes,use 2fa,no college,20-29,Sumatra,middle
25,female,no,no,no awareness,college degree,20-29,Java,middle
23,female,yes,yes,use 2fa,college degree,20-29,Bali & NT,middle
22,male,no,no,no awareness,no college,20-29,Sumatra,middle
24,female,no,yes,skip 2fa,college degree,20-29,Java,middle
22,female,no,yes,skip 2fa,college degree,20-29,Java,middle
25,male,yes,yes,use 2fa,college degree,20-29,Sulawesi,middle
18,female,no,yes,skip 2fa,no college,13-19,Java,middle
22,female,no,no,no awareness,no college,20-29,Sumatra,middle
33,male,yes,yes,use 2fa,college degree,30-49,Java,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
19,female,no,no,no awareness,no college,13-19,Sumatra,middle
28,female,no,no,no awareness,college degree,20-29,Java,middle
25,male,no,no,no awareness,college degree,20-29,Java,middle
37,male,no,yes,skip 2fa,no college,30-49,Java,middle
20,male,yes,yes,use 2fa,no college,20-29,Sumatra,middle
42,male,no,no,no awareness,college degree,30-49,Sulawesi,middle
26,male,no,no,no awareness,college degree,20-29,Sumatra,middle
28,female,yes,yes,use 2fa,college degree,20-29,Java,middle
20,female,yes,yes,use 2fa,college degree,20-29,Java,middle
19,female,no,no,no awareness,no college,13-19,Sumatra,middle
18,male,yes,yes,use 2fa,no college,13-19,Java,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
18,female,no,no,no awareness,no college,13-19,Java,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
23,female,no,no,no awareness,college degree,20-29,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
21,female,no,yes,skip 2fa,no college,20-29,Java,middle
23,male,yes,yes,use 2fa,no college,20-29,Java,middle
20,female,yes,yes,use 2fa,no college,20-29,Sumatra,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
33,male,yes,yes,use 2fa,college degree,30-49,Borneo,middle
22,female,yes,yes,use 2fa,no college,20-29,Sumatra,middle
25,male,yes,yes,use 2fa,no college,20-29,Borneo,middle
25,male,yes,yes,use 2fa,college degree,20-29,Java,middle
20,female,yes,yes,use 2fa,no college,20-29,Java,middle
24,male,no,yes,skip 2fa,no college,20-29,Bali & NT,middle
22,female,yes,yes,use 2fa,no college,20-29,Java,middle
25,female,yes,yes,use 2fa,college degree,20-29,Java,middle
23,female,no,yes,skip 2fa,college degree,20-29,Sumatra,middle
20,female,no,no,no awareness,no college,20-29,Bali & NT,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
23,male,yes,yes,use 2fa,no college,20-29,Java,middle
23,male,no,no,no awareness,no college,20-29,Java,middle
23,female,no,yes,skip 2fa,college degree,20-29,Bali & NT,middle
19,female,yes,yes,use 2fa,no college,13-19,Java,middle
21,male,no,no,no awareness,no college,20-29,Java,middle
19,male,no,yes,skip 2fa,no college,13-19,Sumatra,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Sumatra,middle
19,female,no,yes,skip 2fa,no college,13-19,Java,middle
19,female,no,no,no awareness,no college,13-19,Sumatra,middle
23,female,no,yes,skip 2fa,no college,20-29,Java,middle
23,female,no,yes,skip 2fa,no college,20-29,Java,middle
22,female,yes,yes,use 2fa,no college,20-29,Borneo,middle
22,female,no,no,no awareness,college degree,20-29,Papua & Moluccas,middle
22,male,yes,yes,use 2fa,no college,20-29,Sumatra,middle
22,male,no,no,no awareness,no college,20-29,Java,middle
26,female,no,yes,skip 2fa,college degree,20-29,Java,middle
26,female,no,yes,skip 2fa,college degree,20-29,Java,middle
19,female,yes,yes,use 2fa,no college,13-19,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
29,male,no,no,no awareness,college degree,20-29,Java,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Borneo,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
21,female,no,yes,skip 2fa,no college,20-29,Sulawesi,middle
24,female,no,yes,skip 2fa,college degree,20-29,Java,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
20,male,no,no,no awareness,no college,20-29,Sumatra,middle
24,male,yes,yes,use 2fa,college degree,20-29,Sulawesi,middle
19,female,no,yes,skip 2fa,no college,13-19,Java,middle
33,male,yes,yes,use 2fa,no college,30-49,Borneo,middle
25,female,no,no,no awareness,college degree,20-29,Papua & Moluccas,middle
19,female,no,no,no awareness,no college,13-19,Sumatra,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
25,female,yes,yes,use 2fa,college degree,20-29,Sulawesi,middle
22,male,no,yes,skip 2fa,no college,20-29,Java,middle
34,female,no,yes,skip 2fa,college degree,30-49,Papua & Moluccas,middle
24,female,no,no,no awareness,no college,20-29,Java,middle
22,male,no,yes,skip 2fa,college degree,20-29,Java,middle
22,female,no,no,no awareness,college degree,20-29,Java,middle
21,male,no,no,no awareness,no college,20-29,Sumatra,middle
27,female,no,no,no awareness,college degree,20-29,Java,middle
26,female,no,no,no awareness,college degree,20-29,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
19,female,yes,yes,use 2fa,no college,13-19,Borneo,middle
18,female,yes,yes,use 2fa,no college,13-19,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
25,female,no,no,no awareness,college degree,20-29,Java,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
27,female,yes,yes,use 2fa,college degree,20-29,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
22,male,no,no,no awareness,no college,20-29,Sumatra,middle
21,male,no,no,no awareness,no college,20-29,Sumatra,middle
22,female,yes,yes,use 2fa,no college,20-29,Java,middle
22,female,no,yes,skip 2fa,no college,20-29,Java,middle
19,female,yes,yes,use 2fa,no college,13-19,Java,middle
20,female,yes,yes,use 2fa,no college,20-29,Java,middle
22,female,yes,yes,use 2fa,college degree,20-29,Java,middle
22,male,no,no,no awareness,no college,20-29,Java,middle
19,female,no,no,no awareness,no college,13-19,Java,middle
24,male,no,yes,skip 2fa,no college,20-29,Java,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
21,female,no,no,no awareness,no college,20-29,Borneo,middle
25,female,no,yes,skip 2fa,college degree,20-29,Java,middle
37,female,no,no,no awareness,college degree,30-49,Java,middle
23,female,yes,yes,use 2fa,college degree,20-29,Bali & NT,middle
23,male,yes,yes,use 2fa,college degree,20-29,Java,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
22,female,no,yes,skip 2fa,no college,20-29,Java,middle
23,female,no,yes,skip 2fa,college degree,20-29,Bali & NT,middle
30,male,yes,yes,use 2fa,college degree,30-49,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
23,female,no,yes,skip 2fa,college degree,20-29,Java,middle
25,female,no,no,no awareness,college degree,20-29,Java,middle
21,female,no,yes,skip 2fa,no college,20-29,Java,middle
23,female,no,yes,skip 2fa,college degree,20-29,Bali & NT,middle
22,female,yes,yes,use 2fa,college degree,20-29,Sumatra,middle
25,male,yes,yes,use 2fa,college degree,20-29,Sulawesi,middle
27,female,no,no,no awareness,college degree,20-29,Java,middle
20,male,no,no,no awareness,no college,20-29,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
25,female,yes,yes,use 2fa,college degree,20-29,Sulawesi,middle
21,male,no,yes,skip 2fa,college degree,20-29,Java,middle
30,female,yes,yes,use 2fa,college degree,30-49,Bali & NT,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
24,female,no,no,no awareness,college degree,20-29,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
25,female,no,yes,skip 2fa,college degree,20-29,Bali & NT,middle
22,male,no,no,no awareness,college degree,20-29,Java,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
22,male,no,no,no awareness,no college,20-29,Java,middle
20,female,yes,yes,use 2fa,no college,20-29,Sumatra,middle
23,female,no,no,no awareness,college degree,20-29,Sulawesi,middle
22,male,yes,yes,use 2fa,college degree,20-29,Java,middle
23,male,yes,yes,use 2fa,no college,20-29,Sulawesi,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
22,female,no,no,no awareness,no college,20-29,Java,middle
22,male,no,no,no awareness,no college,20-29,Java,middle
20,female,no,no,no awareness,college degree,20-29,Java,middle
36,female,no,no,no awareness,college degree,30-49,Java,middle
20,female,no,no,no awareness,no college,20-29,Java,middle
20,female,yes,yes,use 2fa,no college,20-29,Sumatra,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
22,male,yes,yes,use 2fa,no college,20-29,Java,middle
32,male,no,yes,skip 2fa,college degree,30-49,Java,middle
24,female,no,no,no awareness,no college,20-29,Sumatra,middle
23,male,yes,yes,use 2fa,college degree,20-29,Java,middle
31,male,yes,yes,use 2fa,college degree,30-49,Sulawesi,middle
23,female,no,yes,skip 2fa,college degree,20-29,Java,middle
21,female,no,yes,skip 2fa,no college,20-29,Java,middle
27,female,no,yes,skip 2fa,college degree,20-29,Bali & NT,middle
20,male,no,no,no awareness,no college,20-29,Java,middle
46,female,no,no,no awareness,college degree,30-49,Sulawesi,middle
21,female,no,no,no awareness,no college,20-29,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
24,male,no,yes,skip 2fa,college degree,20-29,Java,middle
20,female,no,yes,skip 2fa,no college,20-29,Sumatra,middle
28,male,no,yes,skip 2fa,college degree,20-29,Sulawesi,middle
24,male,no,no,no awareness,no college,20-29,Java,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
27,male,no,yes,skip 2fa,college degree,20-29,Sulawesi,middle
22,female,yes,yes,use 2fa,college degree,20-29,Bali & NT,middle
28,male,yes,yes,use 2fa,no college,20-29,Java,middle
29,female,no,no,no awareness,college degree,20-29,Java,middle
22,female,no,no,no awareness,college degree,20-29,Bali & NT,middle
19,female,no,no,no awareness,no college,13-19,Java,middle
22,female,yes,yes,use 2fa,no college,20-29,Java,middle
29,male,no,yes,skip 2fa,college degree,20-29,Java,middle
22,female,no,yes,skip 2fa,no college,20-29,Java,middle
19,male,no,no,no awareness,no college,13-19,Sumatra,middle
18,female,no,no,no awareness,no college,13-19,Java,middle
37,female,no,no,no awareness,no college,30-49,Java,middle
26,female,no,no,no awareness,no college,20-29,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
19,female,no,yes,skip 2fa,college degree,13-19,Java,middle
23,male,yes,yes,use 2fa,no college,20-29,Java,middle
54,male,no,no,no awareness,no college,50+,Java,middle
19,male,no,yes,skip 2fa,no college,13-19,Sumatra,middle
20,female,yes,yes,use 2fa,no college,20-29,Sumatra,middle
23,female,yes,yes,use 2fa,college degree,20-29,Java,middle
22,female,no,no,no awareness,no college,20-29,Sumatra,middle
41,female,no,no,no awareness,college degree,30-49,Borneo,middle
25,female,no,no,no awareness,college degree,20-29,Java,middle
35,female,yes,yes,use 2fa,college degree,30-49,Sulawesi,middle
19,male,no,no,no awareness,no college,13-19,Java,middle
23,female,no,no,no awareness,no college,20-29,Java,middle
22,female,no,no,no awareness,college degree,20-29,Java,middle
21,female,yes,yes,use 2fa,no college,20-29,Java,middle
21,male,no,no,no awareness,no college,20-29,Java,middle
20,female,yes,yes,use 2fa,no college,20-29,Java,middle
36,female,no,no,no awareness,college degree,30-49,Sumatra,middle
21,male,yes,yes,use 2fa,no college,20-29,Java,middle
37,male,no,no,no awareness,college degree,30-49,Java,middle
25,male,yes,yes,use 2fa,college degree,20-29,Sumatra,middle
29,male,no,no,no awareness,college degree,20-29,Papua & Moluccas,middle
22,female,yes,yes,use 2fa,no college,20-29,Java,middle
